accuracy	0.750000	0.766667	0.716667	0.756667	0.720000	0.753333	0.706667	0.776667	0.756667	0.766667	0.753333	0.713333	0.760000	0.733333	0.740000	0.760000	0.753333	0.746667	0.743333	0.763333	0.746833
recall	0.664801	0.638231	0.619403	0.627497	0.618150	0.628664	0.593662	0.644745	0.664286	0.641642	0.648164	0.613760	0.656294	0.603471	0.646140	0.648098	0.628135	0.644544	0.643076	0.681943	0.637735
precision	0.690288	0.734773	0.684243	0.706854	0.683203	0.684000	0.715696	0.740587	0.712978	0.709325	0.754248	0.674628	0.774680	0.637996	0.709456	0.742554	0.746284	0.708220	0.720647	0.706522	0.711859
f1score	0.673795	0.652410	0.623888	0.639560	0.623296	0.640637	0.581643	0.661474	0.676986	0.656301	0.658651	0.617778	0.667876	0.611500	0.656367	0.661208	0.636661	0.656026	0.653106	0.691192	0.647018
mcc	0.354173	0.360294	0.296642	0.324796	0.294249	0.307728	0.284272	0.373222	0.374108	0.344380	0.388178	0.281892	0.414396	0.238986	0.349913	0.379060	0.355290	0.346970	0.355355	0.387686	0.340579
srp	0.780083	0.880658	0.837945	0.852459	0.820084	0.846774	0.908000	0.873016	0.831933	0.859504	0.873469	0.868644	0.882845	0.852459	0.826613	0.850394	0.896414	0.830645	0.843621	0.795276	0.850542
sru	0.728814	0.771930	0.765957	0.857143	0.868852	0.769231	0.800000	0.791667	0.661290	0.758621	0.745455	0.671875	0.737705	0.696429	0.750000	0.826087	0.755102	0.769231	0.771930	0.608696	0.755301
fprp	0.517241	0.677419	0.683544	0.666667	0.597015	0.644068	0.800000	0.633333	0.608696	0.655172	0.680556	0.726027	0.666667	0.724138	0.636364	0.616438	0.718750	0.621622	0.623188	0.515625	0.650627
fpru	0.571429	0.625000	0.600000	0.684211	0.833333	0.652174	0.678571	0.695652	0.428571	0.583333	0.560000	0.520000	0.586207	0.523810	0.526316	0.736842	0.642857	0.611111	0.666667	0.476190	0.610114
tprp	0.863388	0.950276	0.908046	0.921348	0.906977	0.910053	0.954286	0.947917	0.923077	0.923913	0.953757	0.932515	0.970588	0.892473	0.912281	0.944751	0.957219	0.919540	0.931034	0.889474	0.925646
tpru	0.870968	0.878788	0.888889	0.945946	0.903226	0.862069	0.954545	0.880000	0.780488	0.882353	0.900000	0.769231	0.875000	0.800000	0.878788	0.888889	0.904762	0.852941	0.866667	0.720000	0.865177
spd	0.051269	0.108729	0.071987	0.004684	0.048769	0.077543	0.108000	0.081349	0.170642	0.100883	0.128015	0.196769	0.145140	0.156030	0.076613	0.024307	0.141312	0.061414	0.071692	0.186580	0.100586
aod	0.030883	0.061954	0.051351	0.021071	0.116284	0.019939	0.060584	0.002799	0.161357	0.056700	0.087156	0.184656	0.088024	0.146401	0.071770	0.032271	0.064175	0.038555	0.010445	0.104454	0.070541
eod	0.007580	0.071488	0.019157	0.024598	0.003751	0.047984	0.000260	0.067917	0.142589	0.041560	0.053757	0.163285	0.095588	0.092473	0.033493	0.055862	0.052457	0.066599	0.064368	0.169474	0.063712
